index;timestamp;charge_potential;discharge_potential;soc
444;2025-01-05 15:00;1900,00;-1900,00;1770,00
445;2025-01-05 15:15;1900,00;-1900,00;1770,00
446;2025-01-05 15:30;1900,00;-1900,00;1770,00
447;2025-01-05 15:45;1900,00;-1900,00;1770,00
448;2025-01-05 16:00;1900,00;-1900,00;1770,00
449;2025-01-05 16:15;1900,00;-1900,00;1770,00
450;2025-01-05 16:30;0,00;-1857,68;1770,00
451;2025-01-05 16:45;0,00;-1792,44;1759,42
452;2025-01-05 17:00;0,00;-1781,52;1732,53
453;2025-01-05 17:15;0,00;-1727,28;1702,91
454;2025-01-05 17:30;1857,52;0,00;1659,73
455;2025-01-05 17:45;1754,28;0,00;1670,35
456;2025-01-05 18:00;1647,12;0,00;1706,78
457;2025-01-05 18:15;1900,00;-1900,00;1770,00
458;2025-01-05 18:30;1900,00;-1900,00;1770,00
459;2025-01-05 18:45;1900,00;-1900,00;1770,00
460;2025-01-05 19:00;1900,00;-1900,00;1770,00
461;2025-01-05 19:15;1900,00;-1900,00;1770,00
462;2025-01-05 19:30;1900,00;-1900,00;1770,00
463;2025-01-05 19:45;1900,00;-1900,00;1770,00
464;2025-01-05 20:00;1900,00;-1900,00;1770,00
465;2025-01-05 20:15;0,00;-1821,80;1770,00
466;2025-01-05 20:30;1821,80;0,00;1750,45
467;2025-01-05 20:45;0,00;-1862,16;1770,00
468;2025-01-05 21:00;0,00;-1899,16;1760,54
469;2025-01-05 21:15;1897,04;0,00;1760,33
470;2025-01-05 21:30;1864,28;0,00;1761,07
471;2025-01-05 21:45;1900,00;-1900,00;1770,00
472;2025-01-05 22:00;1900,00;-1900,00;1770,00
473;2025-01-05 22:15;1900,00;-1900,00;1770,00
474;2025-01-05 22:30;1900,00;-1900,00;1770,00
475;2025-01-05 22:45;1900,00;-1900,00;1770,00
476;2025-01-05 23:00;1900,00;-1900,00;1770,00
477;2025-01-05 23:15;1900,00;-1900,00;1770,00
478;2025-01-05 23:30;0,00;-1841,24;1770,00
479;2025-01-05 23:45;0,00;-1796,48;1755,31
480;2025-01-06 00:00;0,00;-1789,52;1729,43
481;2025-01-06 00:15;0,00;-1703,84;1701,81
482;2025-01-06 00:30;0,00;-1679,52;1652,77
483;2025-01-06 00:45;1900,00;-1900,00;1597,65
484;2025-01-06 01:00;1900,00;-1900,00;1597,65
485;2025-01-06 01:15;1900,00;-1900,00;1597,65
486;2025-01-06 01:30;0,00;-1851,44;1597,65
487;2025-01-06 01:45;1900,00;-1900,00;1585,51
488;2025-01-06 02:00;1900,00;-1900,00;1585,51
489;2025-01-06 02:15;1900,00;-1900,00;1585,51
490;2025-01-06 02:30;1900,00;-1900,00;1585,51
491;2025-01-06 02:45;1900,00;-1900,00;1585,51
492;2025-01-06 03:00;1900,00;-1900,00;1585,51
